arm,seed,capability,layer,source,is_primary,participation_ratio_centered,participation_ratio_uncentered,direction_norm,heldout_cohens_d,n_pairs
PW,1,CODE,22,train_templates,False,12.368739431999035,1.4097909517288316,40.45133972167969,18.10803985595703,200
PW,1,CODE,23,train_templates,False,12.679193327042764,1.4642352750642291,46.224632263183594,17.671375274658203,200
PW,1,CODE,24,train_templates,False,13.781865728028688,1.5098198798214475,51.8782844543457,17.579973220825195,200
PW,1,CODE,25,train_templates,False,15.300022779537771,1.5433091906428527,58.80940246582031,16.913618087768555,200
PW,1,CODE,26,train_templates,False,15.276182456125966,1.5782642551583224,64.98296356201172,16.373353958129883,200
PW,1,CODE,27,train_templates,False,15.940383072792612,1.6252178859403579,71.45909118652344,15.40102481842041,200
PW,1,CODE,28,train_templates,False,18.416210473883652,1.664698983691232,69.3296127319336,15.315662384033203,200
PW,1,CODE,0,heldout_templates,True,,,0.0,,90
PW,1,CODE,1,heldout_templates,True,6.306463482649386,1.2853030075023475,1.5372051000595093,13.063578605651855,90
PW,1,CODE,2,heldout_templates,True,7.8520854882644056,1.2662877177478085,2.8286337852478027,22.444005966186523,90
PW,1,CODE,3,heldout_templates,True,6.358377010616338,1.209056463309174,6.086280822753906,18.337125778198242,90
PW,1,CODE,4,heldout_templates,True,10.353354608873545,1.3152196066514847,7.7718281745910645,21.178058624267578,90
PW,1,CODE,5,heldout_templates,True,10.524491384291691,1.3807316122665736,7.940043926239014,19.65583038330078,90
PW,1,CODE,6,heldout_templates,True,7.0640993402536845,1.5103462672015644,8.624594688415527,14.214717864990234,90
PW,1,CODE,7,heldout_templates,True,7.576831763231944,1.4706948540550733,8.682424545288086,13.035211563110352,90
PW,1,CODE,8,heldout_templates,True,8.477897140392546,1.3914539875178695,9.349076271057129,13.79793930053711,90
PW,1,CODE,9,heldout_templates,True,9.255840138077017,1.358813114186672,9.315079689025879,14.605453491210938,90
PW,1,CODE,10,heldout_templates,True,9.244403749697168,1.2913353104992071,10.690242767333984,15.309002876281738,90
PW,1,CODE,11,heldout_templates,True,8.605476732730079,1.3423271407009436,11.512097358703613,9.815999031066895,90
PW,1,CODE,12,heldout_templates,True,7.8521518684156835,1.3249713740137712,13.617694854736328,9.068082809448242,90
PW,1,CODE,13,heldout_templates,True,8.206087533042728,1.3225321246653208,13.219531059265137,9.224861145019531,90
PW,1,CODE,14,heldout_templates,True,8.721784455419728,1.3326136792441576,14.425838470458984,9.643733024597168,90
PW,1,CODE,15,heldout_templates,True,9.87212350141436,1.2961897224205539,15.861979484558105,11.181859016418457,90
PW,1,CODE,16,heldout_templates,True,10.678976188713515,1.2686330425575842,17.132837295532227,13.666397094726562,90
PW,1,CODE,17,heldout_templates,True,11.26944484162044,1.2352063156156108,22.341211318969727,13.508984565734863,90
PW,1,CODE,18,heldout_templates,True,12.448645000039527,1.222301048766849,24.54355812072754,14.291237831115723,90
PW,1,CODE,19,heldout_templates,True,14.22325504195061,1.2240429149203218,26.813688278198242,15.869730949401855,90
PW,1,CODE,20,heldout_templates,True,15.013127192573485,1.1931823778468609,31.257659912109375,16.236814498901367,90
PW,1,CODE,21,heldout_templates,True,17.12130574767479,1.2398054076354004,36.52471160888672,17.9091854095459,90
PW,1,CODE,22,heldout_templates,True,16.096560345614854,1.3013495106858861,41.56364822387695,18.321962356567383,90
PW,1,CODE,23,heldout_templates,True,16.45599077851997,1.3426613922777701,47.19166946411133,17.95613670349121,90
PW,1,CODE,24,heldout_templates,True,16.475858789821977,1.3888031163640315,52.905731201171875,17.88898468017578,90
PW,1,CODE,25,heldout_templates,True,17.00924983129325,1.424142446893989,60.05195236206055,17.244571685791016,90
PW,1,CODE,26,heldout_templates,True,17.770247279098026,1.4426462836254033,66.5218734741211,16.709047317504883,90
PW,1,CODE,27,heldout_templates,True,18.05999966647097,1.4801537576570234,73.09481048583984,15.700467109680176,90
PW,1,CODE,28,heldout_templates,True,17.22744026646809,1.588479076039829,71.38887023925781,15.221049308776855,90
SEM,0,MATH,0,train_templates,False,,,0.0,,200
SEM,0,MATH,1,train_templates,False,4.433039167573212,3.655832246538405,0.22052226960659027,1.183853268623352,200
SEM,0,MATH,2,train_templates,False,9.113361970317415,4.187569336370663,0.5876584053039551,2.131930112838745,200
SEM,0,MATH,3,train_templates,False,5.714521643335502,5.312643801084363,1.0304499864578247,1.3474159240722656,200
SEM,0,MATH,4,train_templates,False,9.299441184497894,3.92814845499329,2.465240716934204,2.486649751663208,200
SEM,0,MATH,5,train_templates,False,10.398223387072859,4.044550663288656,2.52789044380188,2.7048919200897217,200
SEM,0,MATH,6,train_templates,False,7.6252266748442,4.857485413796166,2.613887071609497,3.03532338142395,200
SEM,0,MATH,7,train_templates,False,6.562034972450627,4.739422638807274,2.6819982528686523,3.578171491622925,200
SEM,0,MATH,8,train_templates,False,7.0558874561879135,4.377174037463485,2.7571394443511963,3.581886053085327,200
SEM,0,MATH,9,train_templates,False,5.8345323024977365,4.638633453416098,2.463820457458496,3.461838960647583,200
SEM,0,MATH,10,train_templates,False,5.660375051396653,4.86284459410657,2.509922504425049,4.249186992645264,200
SEM,0,MATH,11,train_templates,False,7.347814209908126,4.628352930728534,3.309119939804077,5.716161727905273,200
SEM,0,MATH,12,train_templates,False,10.932678358700315,1.2187400809218563,24.437896728515625,11.169500350952148,200
SEM,0,MATH,13,train_templates,False,12.782136656702889,1.2465027097948356,20.625247955322266,11.215653419494629,200
SEM,0,MATH,14,train_templates,False,14.984083019511559,1.2516682505041654,21.03636932373047,11.950671195983887,200
SEM,0,MATH,15,train_templates,False,14.768620842886254,1.2500871007002112,20.833459854125977,11.379107475280762,200
SEM,0,MATH,16,train_templates,False,21.668070429425114,1.2993706087948453,19.793012619018555,11.53500747680664,200
SEM,0,MATH,17,train_templates,False,32.40570676716738,1.4027018777022704,22.194684982299805,13.641219139099121,200
SEM,0,MATH,18,train_templates,False,36.39014526785165,1.472937048915738,23.981595993041992,13.979491233825684,200
SEM,0,MATH,19,train_templates,False,38.97770497931696,1.5253614611225923,28.097742080688477,13.0847806930542,200
SEM,0,MATH,20,train_templates,False,37.71426096191228,1.5083041661735055,30.02442169189453,12.666644096374512,200
SEM,0,MATH,21,train_templates,False,47.7651638446819,1.7428247760597693,36.70943069458008,11.35379409790039,200
SEM,0,MATH,22,train_templates,False,46.6821192634639,2.0652372266404124,42.17243194580078,10.385251998901367,200
SEM,0,MATH,23,train_templates,False,46.99513700713364,2.1810845215097636,48.653587341308594,10.153910636901855,200
