arm,seed,layer,cosine,source,is_primary,cap_a,cap_b
SEM_XT,1,9,0.6680380702018738,train_templates,False,MATH,CODE
SEM_XT,1,10,0.6595401167869568,train_templates,False,MATH,CODE
SEM_XT,1,11,0.6101334691047668,train_templates,False,MATH,CODE
SEM_XT,1,12,0.4967978894710541,train_templates,False,MATH,CODE
SEM_XT,1,13,0.47549062967300415,train_templates,False,MATH,CODE
SEM_XT,1,14,0.4423467814922333,train_templates,False,MATH,CODE
SEM_XT,1,15,0.4134882390499115,train_templates,False,MATH,CODE
SEM_XT,1,16,0.3859909772872925,train_templates,False,MATH,CODE
SEM_XT,1,17,0.36387860774993896,train_templates,False,MATH,CODE
SEM_XT,1,18,0.37821295857429504,train_templates,False,MATH,CODE
SEM_XT,1,19,0.3993307948112488,train_templates,False,MATH,CODE
SEM_XT,1,20,0.4924229383468628,train_templates,False,MATH,CODE
SEM_XT,1,21,0.44012343883514404,train_templates,False,MATH,CODE
SEM_XT,1,22,0.3704633414745331,train_templates,False,MATH,CODE
SEM_XT,1,23,0.31504467129707336,train_templates,False,MATH,CODE
SEM_XT,1,24,0.3161238133907318,train_templates,False,MATH,CODE
SEM_XT,1,25,0.3272319734096527,train_templates,False,MATH,CODE
SEM_XT,1,26,0.31872987747192383,train_templates,False,MATH,CODE
SEM_XT,1,27,0.334252268075943,train_templates,False,MATH,CODE
SEM_XT,1,28,0.08060909807682037,train_templates,False,MATH,CODE
SEM_XT,1,0,,heldout_templates,True,MATH,CODE
SEM_XT,1,1,0.4614092707633972,heldout_templates,True,MATH,CODE
SEM_XT,1,2,0.42568492889404297,heldout_templates,True,MATH,CODE
SEM_XT,1,3,0.45488616824150085,heldout_templates,True,MATH,CODE
SEM_XT,1,4,0.8147554993629456,heldout_templates,True,MATH,CODE
SEM_XT,1,5,0.7607176303863525,heldout_templates,True,MATH,CODE
SEM_XT,1,6,0.738044261932373,heldout_templates,True,MATH,CODE
SEM_XT,1,7,0.6494351625442505,heldout_templates,True,MATH,CODE
SEM_XT,1,8,0.6190011501312256,heldout_templates,True,MATH,CODE
SEM_XT,1,9,0.605444610118866,heldout_templates,True,MATH,CODE
SEM_XT,1,10,0.5916677713394165,heldout_templates,True,MATH,CODE
SEM_XT,1,11,0.5492275357246399,heldout_templates,True,MATH,CODE
SEM_XT,1,12,0.4336836636066437,heldout_templates,True,MATH,CODE
SEM_XT,1,13,0.4188058078289032,heldout_templates,True,MATH,CODE
SEM_XT,1,14,0.3880283832550049,heldout_templates,True,MATH,CODE
SEM_XT,1,15,0.37053000926971436,heldout_templates,True,MATH,CODE
SEM_XT,1,16,0.3457356095314026,heldout_templates,True,MATH,CODE
SEM_XT,1,17,0.33582422137260437,heldout_templates,True,MATH,CODE
SEM_XT,1,18,0.3569866716861725,heldout_templates,True,MATH,CODE
SEM_XT,1,19,0.3810965120792389,heldout_templates,True,MATH,CODE
SEM_XT,1,20,0.46730905771255493,heldout_templates,True,MATH,CODE
SEM_XT,1,21,0.4037340581417084,heldout_templates,True,MATH,CODE
SEM_XT,1,22,0.3374662399291992,heldout_templates,True,MATH,CODE
SEM_XT,1,23,0.29733869433403015,heldout_templates,True,MATH,CODE
SEM_XT,1,24,0.29356303811073303,heldout_templates,True,MATH,CODE
SEM_XT,1,25,0.2975181043148041,heldout_templates,True,MATH,CODE
SEM_XT,1,26,0.30389532446861267,heldout_templates,True,MATH,CODE
SEM_XT,1,27,0.3143903613090515,heldout_templates,True,MATH,CODE
SEM_XT,1,28,0.13173560798168182,heldout_templates,True,MATH,CODE
